id,firstname,lastname,name,grille1,grille2,grille3,grille4,grille5
960,Shel,Natica,Shel Natica,28:36:35:16:25:16:23:2,33:27:34:22:30:11:24:7,14:2:19:39:13:23:37:5,27:14:21:14:18:46:43:10,26:38:42:7:35:42:44:4
961,Dorthy,Brodench,Dorthy Brodench,5:49:45:16:41:36:26:4,32:39:6:27:30:3:29:3,30:42:47:28:39:49:27:5,37:47:31:5:21:27:33:7,18:36:40:11:22:49:44:3
962,Marsiella,Elsinore,Marsiella Elsinore,16:47:23:3:11:5:35:-1,19:6:40:2:19:31:12:-1,15:49:33:21:26:18:44:5,35:17:10:21:19:34:47:8,28:48:44:10:42:16:33:4
963,Alex,Odysseus,Alex Odysseus,13:9:10:49:34:33:24:2,19:36:23:40:45:42:21:9,11:33:11:31:25:26:27:7,30:13:17:23:29:9:33:7,46:1:38:41:12:38:49:7
964,Keelia,Clara,Keelia Clara,44:31:35:4:24:37:44:3,25:16:22:12:22:13:30:6,32:18:27:4:2:40:3:3,16:22:5:4:47:45:17:2,43:24:2:10:45:22:40:5
965,Bill,Garek,Bill Garek,10:31:12:10:47:27:13:5,27:20:21:31:34:23:38:-1,46:33:32:44:13:17:43:10,22:30:18:2:26:24:34:9,10:1:16:35:35:23:47:4
966,Veda,Stelle,Veda Stelle,18:7:30:17:22:15:42:4,11:31:20:3:2:43:4:-1,46:24:29:21:1:13:49:10,28:35:31:49:31:24:32:9,25:8:21:39:34:41:26:10
967,Joceline,Astra,Joceline Astra,20:18:26:30:46:1:7:8,11:10:3:20:20:41:13:6,10:5:13:10:13:15:30:4,18:45:2:1:17:35:31:2,46:12:4:9:43:21:3:4
968,Brana,Fiann,Brana Fiann,17:14:18:33:3:19:21:-1,9:46:49:8:38:40:30:7,29:2:15:33:29:40:45:2,26:21:9:42:34:22:41:8,37:43:27:34:27:17:40:8
969,Netty,Leler,Netty Leler,33:45:4:39:32:34:10:3,37:13:8:49:12:17:36:3,46:9:47:31:3:17:12:1,34:36:33:16:22:38:40:5,17:19:7:46:41:6:8:3
970,Noelle,Darbie,Noelle Darbie,31:31:7:47:38:5:23:8,30:32:6:43:41:29:41:-1,9:30:3:20:37:41:46:9,15:31:16:29:7:35:21:7,40:48:43:3:29:29:2:3
971,Donnie,Thunell,Donnie Thunell,2:32:35:13:43:16:7:4,4:18:48:36:36:28:4:1,39:38:6:38:8:20:45:3,33:39:29:15:43:14:17:10,26:36:42:13:41:12:23:8
972,Kial,Kristi,Kial Kristi,39:33:44:13:41:17:24:7,33:40:15:7:9:29:13:9,48:30:25:48:34:42:6:6,9:35:38:22:48:44:31:10,36:38:42:48:12:4:32:10
973,Candi,Maxi,Candi Maxi,16:37:33:21:36:34:26:10,25:11:7:15:38:4:30:5,5:49:8:19:16:36:32:5,4:12:44:1:32:21:1:-1,30:42:7:2:48:48:30:9
974,Ingrid,Wallis,Ingrid Wallis,16:29:30:1:34:20:2:-1,12:32:28:5:49:39:48:-1,20:31:16:24:29:21:15:9,33:45:17:34:44:25:1:-1,47:35:48:48:21:4:22:10
975,Lisette,Shirberg,Lisette Shirberg,11:26:28:15:31:20:13:2,24:22:41:47:12:40:49:6,13:1:33:38:31:11:30:2,25:37:24:30:10:3:30:3,4:25:3:10:36:45:22:9
976,Donetta,Niccolo,Donetta Niccolo,32:23:15:14:8:23:30:1,25:8:8:13:27:31:48:8,27:22:47:45:3:25:27:9,17:28:32:12:45:24:9:4,42:33:48:13:30:40:6:10
977,Valeda,Alice,Valeda Alice,48:37:7:29:12:9:21:3,12:27:33:26:5:28:43:3,1:2:31:45:38:30:38:4,19:15:7:39:32:41:36:5,39:35:34:39:23:22:2:2
978,Roslyn,Denis,Roslyn Denis,27:17:31:42:6:24:2:10,3:36:18:3:22:26:7:2,40:37:21:19:25:38:29:9,15:9:12:18:21:47:29:7,28:37:14:44:2:5:9:10
979,Vere,Old,Vere Old,11:29:36:41:23:2:30:1,35:32:19:6:35:3:47:6,38:49:32:33:36:5:33:6,28:42:19:7:6:42:32:6,42:45:40:8:25:26:12:6
980,Sara-Ann,Berl,Sara-Ann Berl,26:25:14:19:3:17:19:7,29:36:7:18:23:25:13:1,43:45:40:8:49:41:42:4,36:20:21:4:21:45:24:8,11:6:8:22:7:22:10:4
981,Britni,Harriman,Britni Harriman,7:45:40:42:39:36:1:9,42:44:23:41:28:46:24:6,1:30:36:16:8:20:35:5,48:45:10:10:30:48:18:7,25:5:17:27:47:3:40:10
982,Kimberley,Kelula,Kimberley Kelula,6:40:15:6:19:22:25:7,38:7:4:31:45:12:26:3,38:10:16:39:30:43:2:1,14:19:18:47:44:26:25:1,35:22:19:15:39:20:18:6
983,Mary,Vanni,Mary Vanni,39:10:8:44:38:3:25:6,42:15:16:2:33:11:2:10,19:46:31:39:7:30:44:-1,4:28:35:33:43:30:21:6,21:22:34:47:49:21:31:10
984,Hollie,Fosque,Hollie Fosque,45:49:19:37:9:19:8:4,49:42:18:3:31:27:44:1,48:9:20:15:4:1:5:7,2:14:8:37:4:4:46:5,41:24:13:15:45:26:15:6
985,Cam,Geffner,Cam Geffner,17:8:36:21:19:28:33:6,36:19:3:16:20:33:23:9,33:1:42:12:11:30:26:9,49:2:41:8:1:46:33:6,46:8:22:38:41:45:4:6
986,Perry,Lail,Perry Lail,42:17:23:35:46:34:6:7,18:10:12:15:35:11:10:3,3:16:7:40:42:36:38:3,48:18:13:38:30:21:2:5,22:21:15:46:13:27:37:3
987,Cristine,Helve,Cristine Helve,47:29:11:6:18:38:1:9,46:18:31:3:40:42:29:8,47:18:46:41:41:3:13:2,44:35:33:41:20:46:43:7,10:49:27:20:6:21:21:2
988,Marcelline,Rese,Marcelline Rese,29:35:37:13:9:45:7:5,15:30:10:1:42:8:20:-1,36:39:1:25:35:4:27:5,29:39:32:39:16:19:24:3,23:42:9:49:27:29:41:3
989,Marita,Roscoe,Marita Roscoe,1:10:33:20:27:43:20:2,18:49:36:8:8:15:42:1,13:23:26:6:34:5:12:4,25:15:16:26:15:5:10:10,6:43:39:22:17:33:21:2
990,Genovera,Clie,Genovera Clie,44:31:4:30:41:7:43:9,13:32:14:5:43:38:25:8,41:14:40:39:13:49:32:4,25:16:9:21:28:36:38:4,17:26:19:30:43:6:23:5
991,Chere,Tufts,Chere Tufts,35:19:15:21:44:47:30:9,18:5:19:7:38:1:45:6,23:41:20:21:45:41:37:10,43:48:32:12:5:4:42:5,8:42:4:45:33:16:24:1
992,Rozele,Wattenberg,Rozele Wattenberg,24:40:48:20:45:4:19:9,46:39:20:34:34:32:33:3,14:46:39:29:31:26:46:9,26:40:38:6:46:45:24:3,3:23:43:28:15:1:22:1
993,Pearline,Dorothy,Pearline Dorothy,3:16:16:26:15:26:12:4,31:16:11:35:17:12:23:8,26:32:28:22:27:39:18:5,20:20:7:45:17:30:14:1,14:24:35:45:14:28:3:9
994,Ayn,Hurley,Ayn Hurley,22:6:3:31:31:36:5:8,9:10:41:19:32:7:41:5,37:44:15:12:17:18:20:9,39:3:37:31:15:16:43:3,9:1:9:26:45:15:7:7
995,Susette,Ramona,Susette Ramona,22:19:37:49:42:16:30:10,39:42:26:36:47:35:30:1,35:36:20:15:12:25:34:5,24:46:11:45:42:49:44:9,28:24:47:11:33:36:45:1
996,Larine,Raama,Larine Raama,10:43:36:7:9:21:18:5,15:34:40:31:34:15:48:1,44:13:32:3:14:39:3:1,22:41:43:4:27:39:13:4,32:43:44:9:37:21:33:4
997,Charmaine,Milde,Charmaine Milde,12:17:19:15:4:42:49:4,17:49:15:41:27:32:20:1,32:2:32:42:16:49:32:5,24:41:5:20:1:18:28:8,2:38:26:15:33:44:14:1
998,Susette,Ilka,Susette Ilka,6:4:5:2:8:44:12:-1,27:46:25:37:36:31:17:4,12:18:16:15:9:1:35:1,7:24:33:15:26:45:4:9,27:19:27:9:45:1:27:2
999,Kial,Uird,Kial Uird,24:28:17:49:18:37:36:8,2:29:23:30:19:23:22:5,38:48:10:47:42:9:9:1,2:37:45:43:44:49:36:6,37:5:48:8:5:42:42:1
1000,Cassandra,Allys,Cassandra Allys,24:9:1:6:42:17:42:6,36:34:1:38:37:45:49:9,22:44:48:5:26:48:2:10,19:1:20:39:34:34:12:-1,26:6:32:12:42:12:14:10
